UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
319521868,592114,2026-01-06 21:22:57,2026-01-06 21:30:43,Rynek,pl. Staszica,8
319522163,591363,2026-01-06 21:31:11,2026-01-06 21:44:32,Borowska / Kamienna (Aquapark),Żelazna / Pereca,13
319522272,592319,2026-01-06 21:33:46,2026-01-06 21:47:22,Legnicka / Młodych Techników,Plac Jana Pawła II (Akademia Muzyczna),14
319522495,592473,2026-01-06 21:40:01,2026-01-06 21:47:54,Dyrekcyjna / Borowska (Wroclavia),Borowska / Kamienna (Aquapark),8
319522502,591725,2026-01-06 21:40:09,2026-01-06 22:04:42,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),25
319522685,592393,2026-01-06 21:45:15,2026-01-06 21:49:44,Kamienna / Tomaszowska,Ślężna / Kamienna (Uniw. Ekonomiczny),4
319522789,591219,2026-01-06 21:48:23,2026-01-06 22:08:18,Borowska / Kamienna (Aquapark),Opolska / pętla tramwajowa,20
319522891,592840,2026-01-06 21:51:49,2026-01-06 22:00:53,Plac Uniwersytecki (UWr),Młodych Techników,9
319522985,591613,2026-01-06 21:54:31,2026-01-06 22:13:22,Plac Legionów,Krakowska / Leroy Merlin,19
319523225,591855,2026-01-06 22:01:39,2026-01-06 22:02:20,Komandorska / Sanocka,Komandorska / Sanocka,1
319523266,590166,2026-01-06 22:02:39,2026-01-06 22:06:11,Komandorska / Sanocka,Komandorska / Kamienna,4
319523374,590623,2026-01-06 22:06:23,2026-01-06 22:12:51,Legnicka / Wejherowska,Legnicka / Zachodnia ,6
319523645,591192,2026-01-06 22:15:52,2026-01-06 22:25:14,Grabiszyńska / Aleja Hallera,Grochowa / Jemiołowa,9
319523707,592584,2026-01-06 22:18:17,2026-01-06 22:28:22,Krucza / Mielecka / Stalowa,Żelazna / Pereca,10
319523970,591714,2026-01-06 22:28:05,2026-01-06 22:38:46,Powstańców Śląskich/Orla,Wałbrzyska - pętla tramwajowa,11
319524080,591835,2026-01-06 22:32:06,2026-01-06 22:41:10,"Dworzec Główny, południe",Nyska / Piękna,9
319524118,591811,2026-01-06 22:33:16,2026-01-06 22:33:39,Reymonta / Kleczkowska,Reymonta / Kleczkowska,0
319524134,591497,2026-01-06 22:33:57,2026-01-06 22:38:21,Reymonta / Kleczkowska,Poza stacją,4
319524422,592799,2026-01-06 22:44:49,2026-01-06 22:45:10,Sienkiewicza / Piastowska,Sienkiewicza / Piastowska,0
319524440,592937,2026-01-06 22:45:25,2026-01-06 22:48:05,Sienkiewicza / Piastowska,Rondo Reagana,3
319524514,592215,2026-01-06 22:48:09,2026-01-06 22:53:42,Kozanowska / Pilczycka,Kozanowska/Pałucka,6
319524590,592053,2026-01-06 22:51:09,2026-01-06 23:01:29,Racławicka / Rymarska,Plac Powstańców Śląskich,10
319524620,592243,2026-01-06 22:52:27,2026-01-06 22:56:53,Berenta / Kasprowicza,Akademia Wojsk Lądowych,4
319524717,591835,2026-01-06 22:56:25,2026-01-06 23:13:13,Nyska / Piękna,Nyska / Piękna,17
319524719,592080,2026-01-06 22:56:34,2026-01-06 22:57:26,Krzycka / Aleja Karkonoska (Park Południowy),Krzycka / Aleja Karkonoska (Park Południowy),1
319524747,590516,2026-01-06 22:57:45,2026-01-06 23:07:01,Krzycka / Aleja Karkonoska (Park Południowy),Wałbrzyska - pętla tramwajowa,9
319524820,591212,2026-01-06 23:00:40,2026-01-06 23:03:27,Kościuszki / Pułaskiego,Kościuszki / Komuny Paryskiej / Zgodna,3
319524878,592737,2026-01-06 23:02:57,2026-01-06 23:17:35,"Wrocław Leśnica, stacja kolejowa",Poza stacją,15
319524894,592707,2026-01-06 23:03:52,2026-01-06 23:19:24,Zachodnia / Poznańska,Grabiszyńska / Stalowa,16
319524908,592236,2026-01-06 23:04:52,2026-01-06 23:14:57,Żeromskiego / Kluczborska,Szewska / Kazimierza Wielkiego ,10
319525143,592264,2026-01-06 23:15:32,2026-01-06 23:38:59,Ślężna / Kamienna (Uniw. Ekonomiczny),Zaporoska / Grabiszyńska,23
319525144,592236,2026-01-06 23:15:41,2026-01-06 23:25:39,Szewska / Kazimierza Wielkiego ,Zaporoska / Grabiszyńska,10
319525186,591204,2026-01-06 23:17:32,2026-01-06 23:21:05,pl. Powstańców Wielkopolskich,Kraszewskiego / Trzebnicka,4
319525301,591518,2026-01-06 23:23:10,2026-01-06 23:29:45,Kraszewskiego / Trzebnicka,Obornicka / Bałtycka,7
319525304,591242,2026-01-06 23:23:17,2026-01-06 23:39:44,Kazimierza Wielkiego (Helios),Żeromskiego / Daszyńskiego,16
319525419,592829,2026-01-06 23:30:38,2026-01-06 23:31:02,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),0
319525435,591274,2026-01-06 23:31:09,2026-01-06 23:48:29,Drobnera / Plac Bema,Wróblewskiego (Teki),17
319525442,590760,2026-01-06 23:31:37,2026-01-06 23:39:48,Plac Dominikański (Galeria Dominikańska),Traugutta / Kościuszki,8
319525445,590653,2026-01-06 23:31:42,2026-01-06 23:40:49,Rondo Reagana,Nowowiejska / Wyszyńskiego,9
319525597,591714,2026-01-06 23:40:27,2026-01-06 23:54:34,Wałbrzyska - pętla tramwajowa,Gajowicka,14
319525710,590126,2026-01-06 23:47:15,2026-01-06 23:58:41,"Dworzec Główny, południe",Poza stacją,11
